driver_id,window_id,global_window_id,risk_target,risk_predicted
A,67,A_w67,0.2936427211454019,0.2310633071803099
A,68,A_w68,0.3170883850367411,0.18247826616531887
A,69,A_w69,0.2687722251522185,0.21908229841803684
A,70,A_w70,0.21021822053206055,0.19634657268875513
A,71,A_w71,0.14312643710318518,0.1613569311347326
A,72,A_w72,0.2968197230959697,0.2454804241873197
A,73,A_w73,0.1278303880868483,0.13622871644142576
A,74,A_w74,0.18575609697956008,0.196476033663148
A,75,A_w75,0.24982672375673795,0.2107147871062605
A,76,A_w76,0.2785804191297511,0.2221696832909568
A,77,A_w77,0.2544592897092142,0.21713838129875374
A,78,A_w78,0.24888685238064118,0.22498306353972003
A,79,A_w79,0.13111709925395765,0.18213152325512227
A,80,A_w80,0.11307120085807815,0.11749633547439077
A,81,A_w81,0.14515506573462192,0.12884473029329582
A,82,A_w82,0.19842825688370547,0.17469025048740727
A,83,A_w83,0.2283039883299551,0.20593289996708042
A,84,A_w84,0.24800271594259227,0.2107147871062605
A,85,A_w85,0.2654280402642935,0.17315118334049928
A,86,A_w86,0.27885702864620243,0.1546692914378818
A,87,A_w87,0.12852734921374956,0.10188453620599364
A,88,A_w88,0.1481046055588396,0.13290715193755678
A,89,A_w89,0.14847559229340482,0.1336208693495527
A,90,A_w90,0.15242934491127233,0.1293150447455241
A,91,A_w91,0.10354830444089194,0.1561988778957303
A,92,A_w92,0.1256981578067377,0.1139213688230579
A,93,A_w93,0.23201499652642738,0.20741056735690733
A,94,A_w94,0.308341556477005,0.2188123480563116
A,95,A_w95,0.3332429996394385,0.2188685268043297
A,96,A_w96,0.28523644547658394,0.21661119824626995
A,97,A_w97,0.3013249340661312,0.21111347427593702
A,98,A_w98,0.27443560883601964,0.1600684570399814
A,99,A_w99,0.1353639042970315,0.11707052589822053
A,100,A_w100,0.1595950662153946,0.16721136138149947
A,101,A_w101,0.13573004044019207,0.14174610915343266
A,102,A_w102,0.14412702606446937,0.15136904408267038
A,103,A_w103,0.1321841111484653,0.14359572944025692
A,104,A_w104,0.12309900187314377,0.12942072975856528
A,105,A_w105,0.149932652966228,0.11882658572396211
A,106,A_w106,0.08515040260553387,0.08440020092972451
A,107,A_w107,0.0895676730470122,0.10404985155853635
A,108,A_w108,0.08299850779794188,0.08342886104245294
A,109,A_w109,0.19251836582841278,0.18950454000016068
A,110,A_w110,0.099613412514529,0.10583408417127073
A,111,A_w111,0.1705865193188169,0.11432816838528663
A,112,A_w112,0.20523227381150047,0.1483077124773143
A,113,A_w113,0.1677070452735723,0.13182576641765548
A,114,A_w114,0.10526172743630649,0.09141222647892452
A,115,A_w115,0.13440580852073378,0.12408084986824007
A,116,A_w116,0.10971958008046585,0.11448884047589063
A,117,A_w117,0.14942791593677607,0.10346576681460982
A,118,A_w118,0.17108060277617518,0.160542510750803
A,119,A_w119,0.21189297891835013,0.18380180571079816
A,120,A_w120,0.2227915407219279,0.18403439226047383
A,121,A_w121,0.22602124478439906,0.20234684147781623
A,122,A_w122,0.29892370061792023,0.2253737885635301
A,123,A_w123,0.3422750774994497,0.2570792827040273
A,124,A_w124,0.43702387516206687,0.22610360333971077
A,125,A_w125,0.3269650458119132,0.23069121154801686
A,126,A_w126,0.16581816465232485,0.1586326061981389
A,127,A_w127,0.1919342789936778,0.1649168144347349
A,128,A_w128,0.15055691004167562,0.0840385450584844
A,129,A_w129,0.10955601320096976,0.11543642033426135
A,130,A_w130,0.10331851214392675,0.09269206414232947
A,131,A_w131,0.0880630287363775,0.06352120136553348
A,132,A_w132,0.08014473102616368,0.0857684807211649
A,133,A_w133,0.20503789895836974,0.19346701675375017
A,134,A_w134,0.2863789166773921,0.22080820008958932
A,135,A_w135,0.294686730443374,0.20038522021065103
A,136,A_w136,0.3462073359545996,0.27947814166835644
A,137,A_w137,0.24563729428838954,0.1977009700933371
A,138,A_w138,0.24822729508518032,0.18035014256208382
A,139,A_w139,0.3327327296443349,0.23605518934727915
A,140,A_w140,0.23901042161945096,0.22441317786397574
A,141,A_w141,0.20685313904205757,0.13677253589829633
A,142,A_w142,0.3063282944856026,0.22827239167528166
A,143,A_w143,0.24418735592969812,0.18176551005632313
A,144,A_w144,0.19974651900049234,0.1418693211840553
A,145,A_w145,0.14940435024640458,0.150308047279388
A,146,A_w146,0.2590416751163991,0.19241712382894113
A,147,A_w147,0.24098581671663505,0.20311565031726753
A,148,A_w148,0.4947454916241326,0.23677742816775757
A,149,A_w149,0.33027077519583514,0.26729780446055046
A,150,A_w150,0.38064923326148103,0.29341268758823585
A,151,A_w151,0.3393579560353382,0.3134255216233547
A,152,A_w152,0.27904996931413334,0.19221238312138667
A,153,A_w153,0.28977942002131807,0.24259113679265615
A,154,A_w154,0.3390565252822792,0.29974188591687306
A,155,A_w155,0.2573283511243435,0.2056399569148137
A,156,A_w156,0.21176859093541067,0.2183539816951666
A,157,A_w157,0.259393185961,0.21175259572692523
A,158,A_w158,0.2142858866953559,0.19828699290902524
A,159,A_w159,0.2743285180700404,0.2136671273147871
A,160,A_w160,0.1486704039902994,0.147644044202227
A,161,A_w161,0.17921834940128226,0.15491343880203212
A,162,A_w162,0.18470059560093993,0.154013354365653
A,163,A_w163,0.12276774155037648,0.12093323591524731
A,164,A_w164,0.14153615939004,0.08843711102628225
A,165,A_w165,0.053157015784857,0.023658273229922384
A,166,A_w166,0.03876150530661605,0.02261722472033044
A,167,A_w167,0.0379937737822908,0.026762966665414768
A,168,A_w168,0.19109570813943857,0.19157881402894358
A,169,A_w169,0.13749011877908826,0.13993717596083166
A,170,A_w170,0.14472805579498654,0.10981443356128688
A,171,A_w171,0.0835389592206953,0.09002912733116847
A,172,A_w172,0.1422919566034294,0.1271267216200373
A,173,A_w173,0.17410970331738973,0.18000094919915596
A,174,A_w174,0.16414261530354163,0.10616699746278865
A,175,A_w175,0.2209184003043086,0.18149885200298274
A,176,A_w176,0.235302803999927,0.1716389248999799
A,177,A_w177,0.2961224876169773,0.15284016430118558
A,178,A_w178,0.38523953752039225,0.23197377051601548
A,179,A_w179,0.4560300212336043,0.2333058810182607
A,180,A_w180,0.24004594111905697,0.21215977072652245
A,181,A_w181,0.1485698435999267,0.09880472045289229
A,182,A_w182,0.13889657823737095,0.13871532220333999
A,183,A_w183,0.24440797168800468,0.19418130796574976
A,184,A_w184,0.2340988464846386,0.18583917980952586
A,185,A_w185,0.17521516137479684,0.16148169359470965
A,186,A_w186,0.16679406868015337,0.12192409752523456
A,187,A_w187,0.40524317768153434,0.4103070594099835
A,188,A_w188,0.42349535950302725,0.4161772430511943
A,189,A_w189,0.17681148456911075,0.16720184997357473
A,190,A_w190,0.12361545708569298,0.15346886943950575
A,191,A_w191,0.235572083776392,0.1648978474870747
A,192,A_w192,0.4413286526867267,0.35615766601317617
A,193,A_w193,0.31329254225204867,0.2212160879689851
A,194,A_w194,0.2500780700154373,0.16194024576996396
A,195,A_w195,0.11868167861563843,0.11252399956616105
A,196,A_w196,0.24342870703262406,0.173699505324316
A,197,A_w197,0.25800749214338786,0.18125485728630858
A,198,A_w198,0.2520230582691064,0.21061950911437444
A,199,A_w199,0.381784781179375,0.25359751171915246
A,200,A_w200,0.44263017313678155,0.3190880472429476
A,201,A_w201,0.6813533931222922,0.6284228437979971
A,202,A_w202,0.5680768217300249,0.5575905761574734
B,0,B_w0,0.7204648715803315,0.530109442518384
B,1,B_w1,0.34844516279084964,0.29177082541320254
B,2,B_w2,0.31390202482827456,0.2824911679993349
B,3,B_w3,0.23324837541284946,0.2729407825336732
B,4,B_w4,0.27087903010157327,0.27266754963882023
B,5,B_w5,0.3161095673197928,0.3097201363131434
B,6,B_w6,0.19756335646289236,0.26633409214011494
B,7,B_w7,0.2515251472511623,0.2786454875678286
B,8,B_w8,0.2626578518333716,0.25777385765177446
B,9,B_w9,0.2593755394135705,0.2757016266589058
B,10,B_w10,0.2024255280714091,0.2143440182241599
B,11,B_w11,0.17842659873991185,0.2103451107972702
B,12,B_w12,0.14977670096609189,0.20314495233092755
B,13,B_w13,0.18317437041478585,0.22655043105832748
B,14,B_w14,0.1865582645206088,0.2075294154889001
B,15,B_w15,0.2688242288115405,0.29042497488556285
B,16,B_w16,0.1964694613144088,0.22467876855016905
B,17,B_w17,0.25930425613064906,0.24667210056164468
B,18,B_w18,0.26364557601826255,0.29653511747647343
B,19,B_w19,0.2499477186850188,0.22490435507054243
B,20,B_w20,0.19318954978489114,0.19777778692520406
B,21,B_w21,0.2782389248754567,0.28409511631333184
B,22,B_w22,0.18930753598442357,0.23792772034056045
B,23,B_w23,0.17985288510178155,0.18826448855155464
B,24,B_w24,0.15685127001067925,0.16313393941442983
B,25,B_w25,0.2048340185059702,0.21754525548296955
B,26,B_w26,0.16412414290585928,0.1768062879522391
B,27,B_w27,0.1707034997849653,0.16861565840860354
B,28,B_w28,0.16301734623129155,0.16693774481667525
B,29,B_w29,0.20667271286555042,0.18103857270031107
B,30,B_w30,0.22332178536070704,0.19295520084038575
B,31,B_w31,0.1433419003320246,0.1899416665724663
B,32,B_w32,0.11313375880566191,0.13989083178674577
B,33,B_w33,0.09891830543824753,0.15018558185674682
B,34,B_w34,0.17251432945051107,0.1778152279938003
B,35,B_w35,0.24470447499078565,0.23231650285241223
B,36,B_w36,0.21544607036844152,0.20295846847829507
B,37,B_w37,0.16493184668553165,0.152592135493613
B,38,B_w38,0.1918607625842644,0.19050464589322155
B,39,B_w39,0.1690667584731933,0.1922681746176084
B,40,B_w40,0.1746200764959848,0.14909156393527756
B,41,B_w41,0.16064844725521413,0.15550589940136578
B,42,B_w42,0.20785065414049697,0.18056472368619655
B,43,B_w43,0.2850249864847863,0.28558763139929444
B,44,B_w44,0.1726101002056162,0.17608155271369452
B,45,B_w45,0.16796310623221236,0.1868325366931254
B,46,B_w46,0.14095234074113033,0.15670904829439966
B,47,B_w47,0.16987587492239561,0.16090624924461985
B,48,B_w48,0.1436962759083548,0.1585369543131076
B,49,B_w49,0.16723945690076136,0.17655463116880055
B,50,B_w50,0.1932438929011212,0.18366963922061122
B,51,B_w51,0.20954255071065758,0.20691486379519577
B,52,B_w52,0.227049322427298,0.1825799703718003
B,53,B_w53,0.21088976070561438,0.2106996127655528
B,54,B_w54,0.2398730662530207,0.20765798832319016
B,55,B_w55,0.15413872680229182,0.15604308350462728
B,56,B_w56,0.19974057392637964,0.1730662899309251
B,57,B_w57,0.1959544337571586,0.18299448557688808
B,58,B_w58,0.22677183039167126,0.17798443806914924
B,59,B_w59,0.17725725629870617,0.16783956159090124
B,60,B_w60,0.1579780739122252,0.15516214113669574
B,61,B_w61,0.18438103926317564,0.17744181163560338
B,62,B_w62,0.1923804764619447,0.17088876465067732
B,63,B_w63,0.1644991020892671,0.1501013430917384
B,64,B_w64,0.18579737249834788,0.20077779706242233
B,65,B_w65,0.17965451132807567,0.17620989531936235
B,66,B_w66,0.1798058415250764,0.1837343678531604
B,67,B_w67,0.15291444347907324,0.1778256515856638
B,68,B_w68,0.22603462749409228,0.19159758241542782
B,69,B_w69,0.1858567737189189,0.18392612984756684
B,70,B_w70,0.19369762458773968,0.19497245915201056
B,71,B_w71,0.1979422202304682,0.1726828240836329
B,72,B_w72,0.18180983306510343,0.17555137081649333
B,73,B_w73,0.12100950255902626,0.16275281971081737
B,74,B_w74,0.13840867454450126,0.1625109158016098
B,75,B_w75,0.17195930160323886,0.183737758762666
B,76,B_w76,0.16442942000713712,0.1492341074502025
B,77,B_w77,0.17206373009751388,0.15298509913589142
B,78,B_w78,0.1371394076488607,0.13499657158385803
B,79,B_w79,0.13428545163476663,0.14099087031794658
B,80,B_w80,0.1826880992631137,0.17027067224562273
B,81,B_w81,0.21980180178149858,0.2217923084123122
B,82,B_w82,0.21382593743625972,0.21366787696250208
B,83,B_w83,0.19120639833675998,0.2452648076907671
B,84,B_w84,0.11196314137041692,0.15142581487556853
B,85,B_w85,0.11821729277755656,0.16051816865893062
B,86,B_w86,0.1765598584599413,0.17520886227362906
B,87,B_w87,0.16499677133908874,0.18366852869474987
B,88,B_w88,0.141288689675145,0.17621928977010382
B,89,B_w89,0.161177271309964,0.20639243909714194
B,90,B_w90,0.1277285502536893,0.1782681336987316
B,91,B_w91,0.12656191372489684,0.1708735627819348
B,92,B_w92,0.13578141860077148,0.16200555210654033
B,93,B_w93,0.1652152918787266,0.16193845238161558
B,94,B_w94,0.1538966287475688,0.16543125069394754
B,95,B_w95,0.14165522989848497,0.15071592086295443
B,96,B_w96,0.13997242047834935,0.16182047092081372
B,97,B_w97,0.16122716887813388,0.15284293547637162
B,98,B_w98,0.13903521650657683,0.17579715066518986
B,99,B_w99,0.14484441617410754,0.15511396506250819
B,100,B_w100,0.12508049534578805,0.1449496300877829
B,101,B_w101,0.13929186206742084,0.17212358210083326
B,102,B_w102,0.13417738534698068,0.13846594843086088
B,103,B_w103,0.14010172231163961,0.12787086527189714
B,104,B_w104,0.15420349525679977,0.1314134392648867
B,105,B_w105,0.14318653196111247,0.15997220530236614
B,106,B_w106,0.13570721505990055,0.15735956539478932
B,107,B_w107,0.1282864882436013,0.14003113007148538
B,108,B_w108,0.11459685678686798,0.12058442226672844
B,109,B_w109,0.11078286453824768,0.13755742643930283
B,110,B_w110,0.13710568257030215,0.13484965897826492
B,111,B_w111,0.13277637546196017,0.14339802801498697
B,112,B_w112,0.1570012448500686,0.149604107632871
B,113,B_w113,0.15344061469941236,0.1626344002973707
B,114,B_w114,0.11361776808731122,0.12748028063804873
B,115,B_w115,0.1378695159098356,0.14688867722347104
B,116,B_w116,0.11371894990301411,0.11961602985569515
B,117,B_w117,0.14609878561693648,0.15439361549521854
B,118,B_w118,0.10313094514787263,0.1288590856157245
B,119,B_w119,0.1433778997386008,0.15935136526486732
B,120,B_w120,0.11195039420918314,0.13793520145465948
B,121,B_w121,0.10595613412807725,0.14801340806558508
B,122,B_w122,0.14275370926880598,0.1638091793741424
B,123,B_w123,0.11501578914855425,0.1396682047164049
B,124,B_w124,0.15712520920555603,0.13326909535681336
B,125,B_w125,0.11913741690056123,0.13645253304372726
B,126,B_w126,0.11554939279137096,0.12420482668019113
B,127,B_w127,0.099890072087652,0.10215501604083212
B,128,B_w128,0.10496801506456453,0.11418333898339467
B,129,B_w129,0.11776452732357522,0.12194571164068742
B,130,B_w130,0.09026370459346174,0.11056261121065335
B,131,B_w131,0.10973735221887888,0.1280481953168839
B,132,B_w132,0.09390034442558647,0.12239083543453462
B,133,B_w133,0.10102390701468111,0.14065932715126442
B,134,B_w134,0.11117958216983503,0.12572190900779753
B,135,B_w135,0.15334331945739227,0.15019764066884006
B,136,B_w136,0.11453836164061747,0.11055838002830783
B,137,B_w137,0.0742860427874133,0.09710460457178748
B,138,B_w138,0.09987422740544055,0.133806296951444
B,139,B_w139,0.15126446087225245,0.15331422318064397
B,140,B_w140,0.132171122918558,0.13264904419615847
B,141,B_w141,0.14447266228071148,0.14960923424512002
B,142,B_w142,0.17057319634753584,0.15949356777517062
B,143,B_w143,0.18543106927019623,0.16051592783108276
B,144,B_w144,0.19071110044873874,0.15963540889720076
B,145,B_w145,0.22802341786270852,0.17983920738874085
B,146,B_w146,0.2689920225292111,0.1942310758617071
B,147,B_w147,0.25621386287623554,0.18721060313062465
B,148,B_w148,0.1719773348934588,0.14549713320357557
B,149,B_w149,0.18423627158828051,0.17073843012558793
B,150,B_w150,0.21879656737185374,0.22281524421974852
B,151,B_w151,0.22651756477058305,0.2427068515300551
B,152,B_w152,0.1845396068736559,0.17707549648577306
B,153,B_w153,0.14921682459838276,0.15050839490191015
B,154,B_w154,0.13862269553349588,0.15259403221156265
B,155,B_w155,0.18147222589285167,0.18310019601385427
B,156,B_w156,0.13512985146502562,0.1512028990026532
B,157,B_w157,0.14469676339678886,0.1535718704094885
B,158,B_w158,0.1715056373253071,0.16563931095077056
B,159,B_w159,0.13265090179180947,0.15188947162112384
B,160,B_w160,0.2638313767617906,0.2380894595342592
B,161,B_w161,0.18574556843676995,0.16429456287061317
B,162,B_w162,0.17400512355718076,0.15811448515769305
B,163,B_w163,0.1736351261852586,0.16474751690505363
B,164,B_w164,0.15321506780349967,0.15028877882552144
B,165,B_w165,0.18731726741511767,0.1741427457716108
B,166,B_w166,0.2314523620928911,0.2140255356082146
B,167,B_w167,0.2310285295674617,0.21629250849263051
B,168,B_w168,0.19285698962980277,0.162454310075777
B,169,B_w169,0.1814110036962043,0.1644837533983212
B,170,B_w170,0.1779880313555017,0.16138843754765106
B,171,B_w171,0.14482217210100518,0.1643565795545296
B,172,B_w172,0.1402434041578692,0.15410601053193373
B,173,B_w173,0.12613274286153148,0.15348502659846866
B,174,B_w174,0.1569117119488502,0.20545208750086874
B,175,B_w175,0.11561057454474911,0.15158057277778597
B,176,B_w176,0.1289595369090182,0.15324080445671048
B,177,B_w177,0.14988787011885543,0.15221958390795534
B,178,B_w178,0.16634156776719106,0.20143373373073445
B,179,B_w179,0.19107173986025267,0.17868279728596495
B,180,B_w180,0.17312638027401062,0.19864063248902025
B,181,B_w181,0.19961851330451344,0.21754959762232504
B,182,B_w182,0.15929523777810375,0.20051335495929662
B,183,B_w183,0.15843386588217573,0.19909913853703376
B,184,B_w184,0.2254671108892042,0.2714498872346681
B,185,B_w185,0.19639018177102804,0.23280407713940504
B,186,B_w186,0.22202416229007296,0.2570088394391562
B,187,B_w187,0.3000412210345334,0.2638910442656664
B,188,B_w188,0.23616811738027713,0.25716943029213163
B,189,B_w189,0.2116236651033792,0.22312656297557326
B,190,B_w190,0.15898112731844566,0.161823092152501
B,191,B_w191,0.21932375842289029,0.178088368739513
B,192,B_w192,0.14728064957063447,0.1528016857532092
B,193,B_w193,0.1936515583264159,0.2020750683066326
B,194,B_w194,0.1801277782399996,0.26006253348510716
B,195,B_w195,0.1852893818799001,0.21217279149775134
B,196,B_w196,0.1818542212326246,0.1906013616296995
B,197,B_w197,0.1732643285516396,0.2026269066791314
B,198,B_w198,0.18766989651074684,0.22393690945947162
B,199,B_w199,0.21873414969702348,0.23324124114363495
B,200,B_w200,0.1710251268631687,0.17218525787985262
B,201,B_w201,0.2607729856874481,0.26032615583985813
B,202,B_w202,0.19192488652212802,0.21517997630725474
B,203,B_w203,0.27760597518438745,0.27960103228745126
B,204,B_w204,0.28403123845014233,0.28092425421104805
B,205,B_w205,0.295810842453991,0.30042040337317144
B,206,B_w206,0.23540162440029694,0.26554015823281146
B,207,B_w207,0.1681687723670113,0.23488343206877696
B,208,B_w208,0.30433607341514657,0.35928942519214446
B,209,B_w209,0.2577206184393483,0.233713040968238
B,210,B_w210,0.25491537440912926,0.248954268381227
B,211,B_w211,0.1841844099570452,0.15649229032589443
B,212,B_w212,0.21364919938152563,0.2137511437665439
B,213,B_w213,0.14861381026525755,0.11760202032487486
B,214,B_w214,0.11260415618791669,0.11800885962610931
B,215,B_w215,0.1441338278593578,0.16066245155834216
B,216,B_w216,0.2364694283626264,0.16461664606272972
B,217,B_w217,0.07658175807816851,0.11223693625996779
B,218,B_w218,0.08396301426757888,0.10981508610682794
B,219,B_w219,0.1056206176567419,0.13521496092072421
B,220,B_w220,0.2096301109277609,0.2107559000250064
B,221,B_w221,0.2839393117335078,0.25981014332898944
B,222,B_w222,0.5080189552167002,0.49515333124857186
B,223,B_w223,0.03576476341948511,0.05880237413458136
B,224,B_w224,0.03387266091113416,0.03199319566022665
B,225,B_w225,0.05431073210718318,0.05564261630596643
B,226,B_w226,0.1023915066764692,0.14495880021185187
B,227,B_w227,0.05469989701712963,0.039601398154172525
B,228,B_w228,0.03261979662462181,0.05723376100084927
B,229,B_w229,0.07607169232548593,0.13113704443922097
B,230,B_w230,0.09979478570995878,0.09516242804689615
B,231,B_w231,0.0659605388693935,0.07766524616368971
B,232,B_w232,0.08045876394550863,0.08350517183151547
B,233,B_w233,0.05219921757312442,0.046373974312667494
B,234,B_w234,0.03952757722424372,0.029384940309649776
B,235,B_w235,0.015354630486504756,0.02036234768765893
B,236,B_w236,0.06524648521205424,0.09080598725883965
B,237,B_w237,0.101723522278038,0.1009321182302512
B,238,B_w238,0.0788042823781688,0.11599498782269417
B,239,B_w239,0.035076277401207695,0.09111227148498624
B,240,B_w240,0.074741148702303,0.08610194391428953
B,241,B_w241,0.03838684495141987,0.0667084843923515
B,242,B_w242,0.048286469055298396,0.06893280384725568
B,243,B_w243,0.07131143677044578,0.043767183754877856
B,244,B_w244,0.04122837250729032,0.023905460095106978
B,245,B_w245,0.057354540881438223,0.058007909331950096
B,246,B_w246,0.06016249554731156,0.03513375618538478
B,247,B_w247,0.07724679918145488,0.0891723248890977
B,248,B_w248,0.014586898962179518,0.02552506809218972
B,249,B_w249,0.014458943708125326,0.024238302577522512
B,250,B_w250,0.04033096181151025,0.04955405977545791
B,251,B_w251,0.05719738778904722,0.06510700727108366
B,252,B_w252,0.06513261126288696,0.06242021227615288
B,253,B_w253,0.0499602404666561,0.060318845895965006
B,254,B_w254,0.0814795735312232,0.13908961170466116
B,255,B_w255,0.03621418350123827,0.07387315846231897
C,0,C_w0,0.49392015095169944,0.3395162601986409
C,1,C_w1,0.07232972167563798,0.08096494315240438
C,2,C_w2,0.1925158388667304,0.22061670194533584
C,3,C_w3,0.25008930530178974,0.2199563866175867
C,4,C_w4,0.24274683249222265,0.25495890823058254
C,5,C_w5,0.23462926035336434,0.22973734064328316
C,6,C_w6,0.20720182463844503,0.22833138575347212
C,7,C_w7,0.16297435149178285,0.2076638991881475
C,8,C_w8,0.24359567597911,0.23199309919753977
C,9,C_w9,0.15199869005499644,0.17198782230749246
C,10,C_w10,0.10654951619194018,0.15325523477174555
C,11,C_w11,0.09889354815338566,0.12821223241864274
C,12,C_w12,0.11421402953207513,0.15361489808256065
C,13,C_w13,0.11517016437283512,0.13624461638571925
C,14,C_w14,0.15472550484119432,0.17569691037733476
C,15,C_w15,0.13296778309629126,0.15601790607981159
C,16,C_w16,0.3085482533152824,0.304707060797949
C,17,C_w17,0.3067762045037625,0.29855306243508434
C,18,C_w18,0.18628644020091403,0.19189328092986757
C,19,C_w19,0.22971440398278895,0.22664840949900986
C,20,C_w20,0.20466643903435675,0.17974217865315215
C,21,C_w21,0.2011400735596761,0.17442680257039445
C,22,C_w22,0.10122911536964205,0.12150333169541613
C,23,C_w23,0.11389057149291083,0.14829131825665667
C,24,C_w24,0.19463046844162887,0.21514228071243732
C,25,C_w25,0.198500511598359,0.20938433985360874
C,26,C_w26,0.1938901155369924,0.16420577129517008
C,27,C_w27,0.1717588043891349,0.13147239742302372
C,28,C_w28,0.17221679658303682,0.15779381535631298
C,29,C_w29,0.12299731594297798,0.1749520246216303
C,30,C_w30,0.13837955019270334,0.15434747445028085
C,31,C_w31,0.12234655029973725,0.14688731593727922
C,32,C_w32,0.20430031484934674,0.1989007630107148
C,33,C_w33,0.13111123111910905,0.15633665050764511
C,34,C_w34,0.05855906432606306,0.11164950410628662
C,35,C_w35,0.14269661486817264,0.16741710976572163
C,36,C_w36,0.17471275042890225,0.20158154083831456
C,37,C_w37,0.13886875293201784,0.18256794875470211
C,38,C_w38,0.26926660655615253,0.2647019166311842
C,39,C_w39,0.2913953980797094,0.25748925591563926
C,40,C_w40,0.12455226422284273,0.18164677468437862
C,41,C_w41,0.31535077949730683,0.2609346792670709
C,42,C_w42,0.2922036021866597,0.1951087740056327
C,43,C_w43,0.20166466969990338,0.22125805575101526
C,44,C_w44,0.19232510149353388,0.20418379643374035
C,45,C_w45,0.1414038597642943,0.157673112527534
C,46,C_w46,0.22939180315364172,0.18268157829350806
C,47,C_w47,0.1740587222909513,0.16508483380036976
C,48,C_w48,0.1958504228397159,0.17887680636988484
C,49,C_w49,0.2054843301639528,0.2234744742330808
C,50,C_w50,0.22681605085443995,0.20530641777952954
C,51,C_w51,0.19079869508663375,0.172219581775817
C,52,C_w52,0.1481838770603381,0.15318529679834222
C,53,C_w53,0.15230538847108052,0.15283034981603796
C,54,C_w54,0.2646556365288806,0.2107960591759806
C,55,C_w55,0.21749828375138508,0.17515693157077383
C,56,C_w56,0.13306325777497446,0.1511894360059038
C,57,C_w57,0.15595306425791441,0.1541718489734795
C,58,C_w58,0.15080646515161636,0.14759383535948628
