driver_id,window_id,global_window_id,n_rows,risk_score,iso_anom,iso_score,svm_anom,svm_score,lof_anom,lof_score,consensus_anom,unanimous_anom
A,34,A_w34,20,0.18337437242001925,1,0.46054279113449614,0,-60.888994662103165,0,1.1135840292906314,0,0
A,35,A_w35,20,0.14580668765627602,1,0.4665442399277253,1,-46.78094225177344,1,1.2240904153800085,1,1
A,36,A_w36,20,0.09628464664316098,0,0.4212683175366695,0,-57.26090927435156,0,1.1524705950798935,0,0
A,37,A_w37,20,0.0998727783610601,0,0.40746235889440413,0,-67.08800503803324,0,1.0608048210662198,0,0
A,38,A_w38,20,0.1445256124868046,0,0.41312254312306385,0,-80.36794611689253,0,1.095279966275851,0,0
A,39,A_w39,20,0.16287760669123885,0,0.44012254622726776,0,-74.5142400167765,0,1.1042179019412341,0,0
A,40,A_w40,20,0.17434253177032658,0,0.4444656874329654,0,-73.64504228224904,0,1.0486962927762202,0,0
A,41,A_w41,20,0.16914772002590114,1,0.45660163871748805,0,-65.68064308059976,0,1.059720980610893,0,0
A,42,A_w42,20,0.13704702725611728,0,0.41264108655848825,0,-79.02799173035477,0,0.9909711955680355,0,0
A,43,A_w43,20,0.13569622100558248,0,0.41453123739118797,0,-75.54851680532707,0,1.0076033600226186,0,0
A,44,A_w44,20,0.10609094666949571,0,0.3710107987382595,0,-83.1877708523635,0,1.0198147037722558,0,0
A,45,A_w45,20,0.11110186687769782,0,0.3726517250483705,0,-79.97167787709962,0,1.0005302839186316,0,0
A,46,A_w46,20,0.1158111756493322,0,0.3914064506058534,0,-72.86890337798961,0,1.0522938209893957,0,0
A,47,A_w47,20,0.1589417417063755,0,0.42942205092202607,0,-65.92669081748184,0,1.1172716453408549,0,0
A,48,A_w48,20,0.12226167619346184,0,0.4029987076299621,0,-72.88419151685437,0,1.0934111430920634,0,0
A,49,A_w49,20,0.066545651512731,0,0.3831357216028584,0,-77.59817706380103,0,1.0222717290343342,0,0
A,50,A_w50,20,0.0705857584981019,0,0.38671527936911143,0,-74.61452421577577,0,1.0192045518883301,0,0
A,51,A_w51,20,0.1320677553555718,0,0.41035837806216,0,-72.37624802972952,0,1.089451663082741,0,0
A,52,A_w52,20,0.12844222664109697,0,0.41962280966876747,0,-71.57200926390352,0,1.1149489229215466,0,0
A,53,A_w53,20,0.10537584806781437,0,0.3657973643244717,0,-90.49083593849357,0,0.9764562155467096,0,0
A,54,A_w54,20,0.1461035762994449,0,0.4219278683842826,0,-71.26296906153179,0,1.1197802402229413,0,0
A,55,A_w55,20,0.1535373898778853,0,0.42790601471526013,0,-70.24980037599987,0,1.1329373978606139,0,0
A,56,A_w56,20,0.14752072007335695,1,0.506802100828459,1,-39.12244990046723,1,1.2603890719096094,1,1
A,57,A_w57,20,0.16251155040757423,1,0.5156255593637817,1,-43.59947124599274,0,1.149543381486488,1,0
A,58,A_w58,20,0.19423199681203274,1,0.49351178907188803,1,-48.5345373205328,1,1.2179724927320585,1,1
A,59,A_w59,20,0.16095381732517525,1,0.45954458169817913,1,-51.518745850378345,0,1.1517666607396795,1,0
A,60,A_w60,20,0.1734239220229853,0,0.4286728444055489,0,-68.62452710203421,1,1.2280648301490278,0,0
A,61,A_w61,20,0.1796012981388911,0,0.4262329631046686,0,-71.2203457229769,0,1.1288334913942897,0,0
A,62,A_w62,20,0.129714802129365,0,0.3829778378331715,0,-81.63021398565392,0,1.0303287175724987,0,0
A,63,A_w63,20,0.10493464645543092,0,0.3741677436152462,0,-88.2244678844082,0,1.0115383352196108,0,0
A,64,A_w64,20,0.14346630135593308,0,0.43250994254573377,0,-71.46289229943937,0,1.027556739457768,0,0
A,65,A_w65,20,0.1225277762327065,0,0.3970815261221969,0,-83.58280316942984,0,0.9997949028573284,0,0
A,66,A_w66,20,0.09885653140186064,0,0.3854304346780128,0,-87.8001433403335,0,1.076343342431969,0,0
A,67,A_w67,20,0.17299040712082825,1,0.5303471090896276,1,-28.462054932031943,1,1.190661872796732,1,1
A,68,A_w68,20,0.21790987690011523,1,0.5571467502526308,1,-21.305526983028678,1,1.1923169678458556,1,1
A,69,A_w69,20,0.08965741977161854,0,0.401217518801928,1,-56.23002106138733,1,1.3590880509304526,1,0
A,70,A_w70,20,0.16690824846360638,1,0.46588998033822626,0,-59.10573304786396,0,1.1218765501210446,0,0
A,71,A_w71,20,0.1294129988994844,0,0.40191820440511317,0,-80.21975799051135,0,1.0398215341914463,0,0
A,72,A_w72,20,0.11762233636451952,0,0.36557227433387546,0,-88.34561562848592,0,1.0151765655053449,0,0
A,73,A_w73,20,0.1284223308905901,0,0.39965252159595727,0,-80.06965266885811,0,1.0226691410402111,0,0
A,74,A_w74,20,0.13704073263573244,0,0.4141458094459305,0,-71.00557073652557,0,1.0372400104924597,0,0
A,75,A_w75,20,0.1358975823084534,0,0.4007095638439317,0,-78.74016428656206,0,1.086890684313287,0,0
A,76,A_w76,20,0.15440981272011378,0,0.40817437189218675,0,-95.34682845017154,0,1.0525050986333717,0,0
A,77,A_w77,20,0.10521889703052423,0,0.3761236703042803,0,-86.9628771199789,0,1.012779303454942,0,0
A,78,A_w78,20,0.13020544664922623,0,0.41634137193314597,0,-74.15959366116844,0,1.008104957061768,0,0
A,79,A_w79,20,0.11954464446791908,0,0.435920230689448,0,-71.40200517742835,0,1.023759734120003,0,0
A,80,A_w80,20,0.15613034600900003,0,0.43672888355998835,0,-66.03148777585467,0,1.0701642441336492,0,0
A,81,A_w81,20,0.10675618049415286,0,0.3866569572243672,0,-88.97359997654124,0,1.0106878168807623,0,0
A,82,A_w82,20,0.10071709069135759,0,0.41715890463176747,0,-68.07886895061053,0,1.0585403036507401,0,0
A,83,A_w83,20,0.10858812356239626,0,0.4055903961361585,0,-75.94270276720947,0,1.0666705576565323,0,0
A,84,A_w84,20,0.08523791585086372,0,0.3869036696190283,0,-81.80489444989279,0,1.0271764886820498,0,0
A,85,A_w85,20,0.2923329295740005,1,0.48043063067600644,1,-53.870010222784266,0,1.1251467991674375,1,0
A,86,A_w86,20,0.22530437256814567,0,0.43886107012132697,0,-73.11568109546411,1,1.2522071290028278,0,0
A,87,A_w87,20,0.09066181379722842,0,0.36309077749373647,0,-92.8008038040618,0,0.974700763298148,0,0
A,88,A_w88,20,0.09179068723842387,0,0.3826285434976182,0,-85.5924365275295,0,1.0095400128797951,0,0
A,89,A_w89,20,0.07775474369819563,0,0.41495459799458906,0,-57.87190008513607,1,1.19428227974222,0,0
A,90,A_w90,20,0.0867860934462941,0,0.38684657875595574,0,-83.73816244512541,0,1.0267201199371343,0,0
A,91,A_w91,20,0.09889828225277128,0,0.38743056819418414,0,-89.83787158217618,0,1.0272289859617059,0,0
A,92,A_w92,20,0.09300410479853487,0,0.3951996741136339,0,-78.18046515384928,0,1.0509452359907445,0,0
A,93,A_w93,20,0.08047053795214941,0,0.4130185013359066,0,-65.68764073403119,0,1.1346675672299336,0,0
A,94,A_w94,20,0.08146030882514205,0,0.3949053891419381,0,-80.83475715046602,0,1.040990581826869,0,0
A,95,A_w95,20,0.10066713479567997,0,0.4279561793855957,0,-58.898094759408075,0,1.1490197309747703,0,0
A,96,A_w96,20,0.12874060560799708,1,0.4643681774627883,1,-45.238179652399545,1,1.330300025404094,1,1
A,97,A_w97,20,0.15945438255916722,0,0.4164957728808326,0,-80.96907522537425,0,1.1267468791651098,0,0
A,98,A_w98,20,0.09417736912736428,0,0.37406819794427765,0,-85.30628487487206,0,0.9961540001778155,0,0
A,99,A_w99,20,0.10155249448503967,0,0.40489952303022914,0,-75.96139328670462,0,1.0723133621996601,0,0
A,100,A_w100,20,0.10832203069150345,0,0.3776243164040477,0,-87.67965547102733,0,1.0404987227057796,0,0
A,101,A_w101,20,0.11956514340065849,0,0.3952372381136266,0,-78.98286172590421,0,1.1003627831727112,0,0
A,102,A_w102,20,0.08851791717209194,0,0.3629750310637083,0,-90.37163565245497,0,0.9856604975108582,0,0
A,103,A_w103,20,0.0802972689575409,0,0.359875171034445,0,-94.88459119828687,0,0.9647921776670726,0,0
A,104,A_w104,20,0.08416239212449919,0,0.3613964739309132,0,-91.6718779980358,0,0.9754616906558697,0,0
A,105,A_w105,20,0.10679418780047158,0,0.38344545992795903,0,-82.87347619179735,0,1.093413403994332,0,0
A,106,A_w106,20,0.12688873450478594,1,0.46385614582831974,1,-55.920372902741406,0,1.1441162655303567,1,0
A,107,A_w107,20,0.11948938500229248,0,0.42286265146315904,0,-69.63202751651046,0,1.0315875813661148,0,0
A,108,A_w108,20,0.12025394794199032,0,0.3778281670418847,0,-86.5492213002657,0,1.0327224437436917,0,0
A,109,A_w109,20,0.09044847250879676,0,0.3686112063680374,0,-91.59912804308475,0,0.9899186901441079,0,0
A,110,A_w110,20,0.08293741691371416,0,0.3721856341227754,0,-84.76692613344501,0,1.01636934437161,0,0
A,111,A_w111,20,0.09403051581528812,0,0.3712006262246938,0,-88.59169674973835,0,0.9948212680254765,0,0
A,112,A_w112,20,0.1440635523705388,0,0.453360229003372,0,-63.957554693601416,0,1.0645970074309565,0,0
A,113,A_w113,20,0.14272110291327492,0,0.39551585207055845,0,-76.37152156508985,0,1.0791996759645848,0,0
A,114,A_w114,20,0.11702279573815041,0,0.36945360519779613,0,-88.25837732639461,0,1.019761096500086,0,0
A,115,A_w115,20,0.12107990320523361,0,0.3839149805049606,0,-86.03673468257978,0,1.051257398200624,0,0
A,116,A_w116,20,0.10096020045722372,0,0.37857270548692484,0,-77.92036713667476,0,1.0781431348580621,0,0
A,117,A_w117,20,0.0982514513749297,0,0.3944504545942097,0,-69.07857503742191,0,1.0983073989783607,0,0
A,118,A_w118,20,0.10853344188142154,0,0.4127428130287387,0,-68.61273737669173,0,1.1666068905207392,0,0
A,119,A_w119,20,0.1222413380190938,0,0.4333444882803833,0,-61.667688631116,0,1.1124015812647805,0,0
A,120,A_w120,20,0.1268375279180873,0,0.4306212951223982,0,-62.42307792135921,0,1.126464369492433,0,0
A,121,A_w121,20,0.1293217373187249,0,0.37472778726024264,0,-78.84251535949734,0,1.040123176696599,0,0
A,122,A_w122,20,0.09873152778371677,0,0.36846229356022836,0,-80.24129026268129,0,1.006003337438554,0,0
A,123,A_w123,20,0.13691894321065015,0,0.4254511905156131,0,-71.91397898200657,0,1.0252103582175247,0,0
A,124,A_w124,20,0.14670409699900994,0,0.3902493249240735,0,-84.87279532644861,0,1.0664304108093263,0,0
A,125,A_w125,20,0.1716425654591076,0,0.43445544007301334,0,-66.75557120185246,1,1.1752064650337526,0,0
A,126,A_w126,20,0.1758995253413631,0,0.4446921244339416,0,-81.81525871842341,0,1.0421882232941602,0,0
A,127,A_w127,20,0.1753735077492661,1,0.48949462422361306,1,-47.42123434452395,1,1.2932948037497594,1,1
A,128,A_w128,20,0.19660645032206697,1,0.6013387500634808,1,-21.00417037566819,0,1.1156420434994405,1,0
A,129,A_w129,20,0.1533277009368728,1,0.5490012943293962,1,-32.25082552995196,0,1.1051155275335898,1,0
A,130,A_w130,20,0.121002746228406,0,0.4319676434711628,0,-79.04599655741723,0,1.0196553065389697,0,0
A,131,A_w131,20,0.1118767607829936,0,0.4092896728256358,0,-82.91194672212413,0,1.0091543017798443,0,0
A,132,A_w132,20,0.13366533821907375,0,0.4510495354479268,0,-67.64136986113849,0,1.0851009390492645,0,0
A,133,A_w133,20,0.17529278538171583,1,0.632091731216327,1,-4.026688725471587,1,1.2874889669714271,1,1
A,134,A_w134,20,0.18523988893929266,1,0.6307254057806359,1,-9.828530427611057,0,1.152481794402844,1,0
A,135,A_w135,20,0.20405425716471706,1,0.60674482942102,1,-14.067327168530362,0,1.0995979885826068,1,0
A,136,A_w136,20,0.2632543560054503,1,0.5777812677909069,1,-14.306802651271546,1,1.6775426423136364,1,1
A,137,A_w137,20,0.1847545758640021,1,0.5152092431385896,1,-44.97457040949879,1,1.312907132699225,1,1
A,138,A_w138,20,0.1288281719025728,0,0.44154144318111715,0,-65.16534529202421,0,1.066441542010396,0,0
A,139,A_w139,20,0.1573336438043187,1,0.5518984393170394,1,-24.132582474026,0,1.101031695572205,1,0
A,140,A_w140,20,0.13697564780780072,1,0.5881513896944123,1,-21.76042608307275,0,1.086950766068326,1,0
A,141,A_w141,20,0.1369685506882583,1,0.5998704368816773,1,-9.618911655242158,1,1.2264447570760295,1,1
A,142,A_w142,20,0.07955492126487021,1,0.48057745977972066,1,-49.278782695484544,0,1.1566502834548198,1,0
A,143,A_w143,20,0.0971163186780316,1,0.46441146604442474,1,-55.0795966114925,1,1.1780582111134894,1,1
A,144,A_w144,20,0.1298389403596969,1,0.5147546939115636,1,-31.000171714283354,1,1.6134452109715365,1,1
A,145,A_w145,20,0.21453748905931205,1,0.6194534916800772,1,-14.243096087937147,0,1.1293888499227913,1,0
A,146,A_w146,20,0.09894011510484166,1,0.48351614261800885,1,-27.75169202277083,1,1.8360822439953657,1,1
A,147,A_w147,20,0.07229692106317825,0,0.4400180876519179,1,-54.08036409374757,0,1.0701241966553734,0,0
A,148,A_w148,20,0.04018554866297722,1,0.4608891392563925,1,-53.07282034835073,0,1.123991666919651,1,0
A,149,A_w149,20,0.12520653434415852,1,0.5564862564562577,1,-22.194713737451814,0,1.1112766171149495,1,0
A,150,A_w150,20,0.153204242104085,1,0.5963158244751341,1,-15.528983570517319,0,1.0913604847808707,1,0
A,151,A_w151,20,0.17213401930534353,1,0.5994155968987943,1,-17.748015352142936,0,1.0890131210894431,1,0
A,152,A_w152,20,0.15417749961172866,1,0.5471063532717202,1,-26.275960119636043,0,1.1542266548175593,1,0
A,153,A_w153,20,0.14474083191824036,1,0.48997552418318907,1,-42.316252679129526,1,1.3424534227037648,1,1
A,154,A_w154,20,0.14537518443421404,1,0.5773461127832937,1,-18.188706754740878,1,1.5235858765874346,1,1
A,155,A_w155,20,0.20679662055368356,1,0.6481484229732216,1,-5.781195941023647,1,1.349449214646875,1,1
A,156,A_w156,20,0.2133249064154923,1,0.5903686238493894,1,-17.948635814526064,1,1.4923914473782152,1,1
A,157,A_w157,20,0.09054594898832503,0,0.4385295482337445,0,-61.15584148225816,0,1.0190591552564947,0,0
A,158,A_w158,20,0.07122669307807511,0,0.44994820802874996,0,-58.157604588401504,0,1.0142242582220276,0,0
A,159,A_w159,20,0.09359118079111553,1,0.48152464220989966,1,-50.940825928802525,0,1.144748654106005,1,0
A,160,A_w160,20,0.07847601309675277,0,0.43994983589267667,0,-61.71605329577541,0,0.9964867144769839,0,0
A,161,A_w161,20,0.07417561417505239,1,0.46239866857221784,1,-54.33550381282617,0,1.052741433329899,1,0
A,162,A_w162,20,0.06824322374907162,0,0.45240561558387843,1,-53.51886527008323,0,1.031755668832608,0,0
A,163,A_w163,20,0.0978833195356827,1,0.48584370789503817,1,-41.0678299343983,1,1.1962200166690606,1,1
A,164,A_w164,20,0.11571473768058513,1,0.49011923334880103,1,-36.849018027464254,1,1.2926760499357446,1,1
A,165,A_w165,20,0.12566487393872353,1,0.4992504138926738,1,-33.19838061226397,1,1.3520451992473332,1,1
A,166,A_w166,20,0.15288871114887206,1,0.6226895576896071,1,-6.634749957336545,1,1.2126127726199118,1,1
A,167,A_w167,20,0.13902795300251267,1,0.6157113543900502,1,-8.053378588980543,1,1.1928617645197757,1,1
A,168,A_w168,20,0.16658142681731833,1,0.6151373534688535,1,-13.302986497177578,0,1.16958616249243,1,0
A,169,A_w169,20,0.14405491552682645,1,0.6002798682480812,1,-13.19302847725028,0,1.1082218881160049,1,0
A,170,A_w170,20,0.17737522785880683,1,0.5212843413859902,1,-17.71531580535686,1,1.6351645653363678,1,1
A,171,A_w171,20,0.1911439111748961,1,0.515244939803027,1,-29.327713319247735,1,1.4890253815423649,1,1
A,172,A_w172,20,0.19197538547734264,1,0.5120962510262625,1,-23.31092603666673,1,1.6117688660453744,1,1
A,173,A_w173,20,0.1814348983711057,1,0.4961045143532576,1,-38.329756624682844,1,1.3605548380859782,1,1
A,174,A_w174,20,0.09951279098379182,0,0.41907211556616825,0,-60.750473464658896,0,1.0271911612483742,0,0
A,175,A_w175,20,0.07406951407385926,0,0.42334788640292526,0,-60.65286125213637,0,0.9995733765409812,0,0
A,176,A_w176,20,0.09530931636893046,1,0.4543925484429918,1,-55.679010980203174,0,1.0361812570274933,1,0
A,177,A_w177,20,0.1087720807135806,1,0.4824524995404865,1,-45.09349367806058,0,1.1146498392968036,1,0
A,178,A_w178,20,0.0916115528068199,0,0.446621315714437,0,-62.12987670553507,0,0.9955745780865703,0,0
A,179,A_w179,20,0.09828460691917283,0,0.41471975296977187,0,-69.63267885613085,0,1.0146616274492593,0,0
A,180,A_w180,20,0.11969162060044669,0,0.45131920383379664,0,-65.60519723311738,0,1.0147515528637248,0,0
A,181,A_w181,20,0.0630056170123483,0,0.43149826105017786,1,-55.517866941459104,0,1.0860716700720205,0,0
A,182,A_w182,20,0.06356716671507072,0,0.41947023730738997,0,-57.12244704621422,0,0.999636821375498,0,0
A,183,A_w183,20,0.07232993318357799,0,0.41098499330197596,0,-61.84309169192043,0,1.065012053863425,0,0
A,184,A_w184,20,0.06671990550625179,0,0.42124265393770755,0,-57.19994427307438,0,1.0372154631721382,0,0
A,185,A_w185,20,0.09417505381982685,0,0.40781663025522247,0,-66.2350702398396,0,1.071419974060081,0,0
A,186,A_w186,20,0.060053899885107835,0,0.3934068471905609,0,-72.46868503450919,0,0.9764792195852241,0,0
A,187,A_w187,20,0.1657359304425583,1,0.5732130801430727,1,-20.85697405996452,0,1.0814896142145534,1,0
A,188,A_w188,20,0.2127892568246482,1,0.6246149113063051,1,-8.570802492334785,0,1.1612134988943652,1,0
A,189,A_w189,20,0.18833541557708733,1,0.5600437506218521,1,-27.218555220792993,1,1.2184291628789468,1,1
A,190,A_w190,20,0.22276796515012712,1,0.5775446457636816,1,-20.603859099042033,0,1.1070596705139135,1,0
A,191,A_w191,20,0.20407553248123597,1,0.6170906370013077,1,-12.19441594265924,0,1.1306810890487635,1,0
A,192,A_w192,20,0.2070048114697641,1,0.5942527379938922,1,-16.581063705555998,0,1.094322157824529,1,0
A,193,A_w193,20,0.16094401649503695,1,0.5464984597669078,1,-27.73406474228802,1,1.177805471580253,1,1
A,194,A_w194,20,0.17443768964066353,1,0.5805022460337824,1,-21.708655413064164,0,1.1222707902104474,1,0
A,195,A_w195,20,0.14537752506371684,0,0.43047376930797465,1,-49.832029512176284,1,1.4270104995444746,1,0
A,196,A_w196,20,0.22674423860063034,1,0.5003602296581909,1,-35.02084160614794,1,1.5105729828283851,1,1
A,197,A_w197,20,0.10685135357586419,0,0.4336430845409265,0,-69.04852329973977,0,1.0861621561471841,0,0
A,198,A_w198,20,0.08449692911895743,1,0.5172037269673428,1,-22.016790641172967,1,1.3647107893951145,1,1
A,199,A_w199,20,0.09382407101060825,1,0.4987813937559221,1,-47.02353924439678,1,1.228594166890467,1,1
A,200,A_w200,20,0.08867320823851065,0,0.4541509337888927,1,-55.60736942197577,0,1.132591795691505,0,0
A,201,A_w201,20,0.11748303315368305,0,0.44847527639501317,0,-63.537935970421714,0,1.056686295791273,0,0
A,202,A_w202,20,0.10425859512525532,0,0.4415316589132682,0,-66.95794809497369,0,1.0091391260491132,0,0
A,203,A_w203,20,0.08225109222537626,0,0.4361199542692756,0,-66.0608490887471,0,0.9999704893694726,0,0
A,204,A_w204,20,0.08898677271546734,1,0.46054195603447473,1,-54.88995274231342,0,1.0209458877591782,1,0
A,205,A_w205,20,0.10059958496094475,0,0.4524439880000774,0,-60.40404773409921,0,1.101944867388275,0,0
A,206,A_w206,20,0.10138045876145386,0,0.4446419136027746,0,-63.34946337211693,0,1.0443079077851114,0,0
A,207,A_w207,20,0.0787950243005785,0,0.4384150681928523,0,-65.6682089442834,0,1.0345024008045358,0,0
A,208,A_w208,20,0.08556009334486006,0,0.40429478341714714,0,-66.9429396461256,0,1.0264984149153265,0,0
A,209,A_w209,20,0.07888334542205519,0,0.3931649312859963,0,-75.18626073543096,0,1.0142862212210857,0,0
A,210,A_w210,20,0.09632899283238597,1,0.5117280860632102,1,-31.87116229901609,1,1.442694521478234,1,1
A,211,A_w211,20,0.05697979670780618,0,0.440886329058433,1,-54.87443984327052,0,1.0353258384799218,0,0
A,212,A_w212,20,0.058380995548182976,0,0.4430445855497634,1,-53.3007561934213,0,1.0992572101163027,0,0
A,213,A_w213,20,0.05354328751949159,0,0.40533315744930876,0,-61.567656353818236,0,1.0325870000515982,0,0
A,214,A_w214,20,0.04904185815210738,0,0.42205706499139944,0,-65.670183652227,0,1.0934175447700087,0,0
A,215,A_w215,20,0.06253022123589057,0,0.44709045178081613,0,-58.46948368554798,0,1.0258338500550486,0,0
A,216,A_w216,20,0.049673003348926326,0,0.4154349918181222,0,-62.82075535182859,0,1.0414413100694833,0,0
A,217,A_w217,20,0.06057992002766179,0,0.4221361838481288,0,-59.218115063820974,0,1.0178580673322517,0,0
A,218,A_w218,20,0.11547030618714468,1,0.5173454430829075,1,-42.12304726225471,1,1.3298208932105005,1,1
A,219,A_w219,20,0.1029798292559921,0,0.42903706173668227,0,-60.918051567540864,1,1.2758218521645006,0,0
A,220,A_w220,20,0.07066248040027526,0,0.40522954341388906,0,-65.53691921386442,0,1.1046454607639273,0,0
A,221,A_w221,20,0.05587796953162811,0,0.4362467507884977,0,-58.339925548885326,0,1.0841784109319983,0,0
A,222,A_w222,20,0.09543976704288627,0,0.44003141706874466,0,-57.08621059908517,0,1.1107959343653147,0,0
A,223,A_w223,20,0.12003254342754814,0,0.43157551452402837,0,-64.66341410583344,0,1.0544554784509568,0,0
A,224,A_w224,20,0.11473072632739181,0,0.43090477369904245,0,-62.16997176596546,0,1.0559368480908888,0,0
A,225,A_w225,20,0.12959005485655645,1,0.4926593560210911,1,-41.80436003669863,1,1.2321839613915135,1,1
A,226,A_w226,20,0.0792841987457106,0,0.4274342644845616,0,-60.775500266076364,0,1.086831414093097,0,0
A,227,A_w227,20,0.11640351333564859,0,0.43862559526224026,0,-56.73292086341142,1,1.2119722141898077,0,0
A,228,A_w228,20,0.06379484485002894,0,0.42400226635281707,0,-66.10542974828726,0,1.0198901342863023,0,0
A,229,A_w229,20,0.07552584182947614,0,0.4147428921470967,0,-66.6541568262673,0,1.0258687917345963,0,0
A,230,A_w230,20,0.09595228636116754,0,0.4240235773374291,0,-70.01778109139644,0,1.0123046041004764,0,0
A,231,A_w231,20,0.07770307035256108,0,0.40579907478393373,0,-63.635954173531026,0,1.023237695908737,0,0
A,232,A_w232,20,0.07121777854333736,0,0.39360379900812176,0,-69.20466257277576,0,1.062859942269352,0,0
A,233,A_w233,20,0.07764008269325699,0,0.4161172681634469,0,-62.67052616484185,0,1.0680539922728105,0,0
A,234,A_w234,20,0.10637772767212415,0,0.40289265226545823,0,-67.43962745433048,0,1.1414216055770237,0,0
A,235,A_w235,20,0.10047799371349035,0,0.3933510133900687,0,-76.11798255008289,0,1.0343906541275618,0,0
A,236,A_w236,20,0.10230697266845579,0,0.3986061899537463,0,-78.54625753938468,0,1.0360181076261583,0,0
A,237,A_w237,20,0.1333181943084385,0,0.3911566352562901,0,-77.46535881277443,0,1.0402755546354097,0,0
A,238,A_w238,20,0.13607827692694427,0,0.4059606162639335,0,-64.12234592218917,0,1.1579338166554574,0,0
A,239,A_w239,20,0.14756402784001296,0,0.3862966636104752,0,-73.31010117160857,0,1.0734933225216885,0,0
A,240,A_w240,20,0.12013506754176018,0,0.3761404447068105,0,-78.11063394219917,0,1.0285333175253433,0,0
A,241,A_w241,20,0.17004673076065152,0,0.43850036493152084,0,-75.18110952293598,0,1.048370705594485,0,0
A,242,A_w242,20,0.1611420967671275,1,0.46587694012808223,0,-58.89785748296186,0,1.1056467882307683,0,0
A,243,A_w243,20,0.14218298542178484,0,0.44209218423549446,0,-68.45482946787735,0,1.0168405874266138,0,0
