driver_id,window_id,global_window_id,cluster
B,3,B_w3,0
B,4,B_w4,0
B,5,B_w5,0
B,6,B_w6,0
B,7,B_w7,0
B,8,B_w8,0
B,9,B_w9,0
B,10,B_w10,0
B,11,B_w11,0
B,12,B_w12,0
B,13,B_w13,0
B,14,B_w14,0
B,15,B_w15,0
B,16,B_w16,0
B,17,B_w17,0
B,18,B_w18,0
B,19,B_w19,0
B,20,B_w20,0
B,21,B_w21,0
B,22,B_w22,0
B,23,B_w23,0
B,24,B_w24,0
B,25,B_w25,1
B,26,B_w26,0
B,27,B_w27,1
B,28,B_w28,1
B,29,B_w29,0
B,30,B_w30,0
B,31,B_w31,0
B,32,B_w32,0
B,33,B_w33,0
B,34,B_w34,0
B,35,B_w35,2
B,36,B_w36,2
B,37,B_w37,2
B,38,B_w38,2
B,39,B_w39,2
B,40,B_w40,2
B,41,B_w41,1
B,42,B_w42,2
B,43,B_w43,0
B,44,B_w44,0
B,45,B_w45,1
B,46,B_w46,2
B,47,B_w47,1
B,48,B_w48,1
B,49,B_w49,1
B,50,B_w50,0
B,51,B_w51,1
B,52,B_w52,1
B,53,B_w53,1
B,54,B_w54,1
B,55,B_w55,1
B,56,B_w56,1
B,57,B_w57,1
B,58,B_w58,1
B,59,B_w59,1
B,60,B_w60,2
B,61,B_w61,1
B,62,B_w62,1
B,63,B_w63,1
B,64,B_w64,1
B,65,B_w65,1
B,66,B_w66,1
B,67,B_w67,1
B,68,B_w68,1
B,69,B_w69,1
B,70,B_w70,1
B,71,B_w71,2
B,72,B_w72,2
B,73,B_w73,2
B,74,B_w74,1
B,75,B_w75,1
B,76,B_w76,1
B,77,B_w77,1
B,78,B_w78,1
B,79,B_w79,1
B,80,B_w80,1
B,81,B_w81,1
B,82,B_w82,1
B,83,B_w83,1
B,84,B_w84,1
B,85,B_w85,1
B,86,B_w86,1
B,87,B_w87,0
B,88,B_w88,1
B,89,B_w89,1
B,90,B_w90,1
B,91,B_w91,1
B,92,B_w92,1
B,93,B_w93,1
B,94,B_w94,2
B,95,B_w95,1
B,96,B_w96,2
B,97,B_w97,2
B,98,B_w98,2
B,99,B_w99,2
B,100,B_w100,2
B,101,B_w101,2
B,102,B_w102,2
B,103,B_w103,2
B,104,B_w104,2
B,105,B_w105,2
B,106,B_w106,2
B,107,B_w107,2
B,108,B_w108,2
B,109,B_w109,2
B,110,B_w110,1
B,111,B_w111,1
B,112,B_w112,2
B,113,B_w113,1
B,114,B_w114,1
B,115,B_w115,1
B,116,B_w116,1
B,117,B_w117,2
B,118,B_w118,1
B,119,B_w119,2
B,120,B_w120,1
B,121,B_w121,1
B,122,B_w122,1
B,123,B_w123,1
B,124,B_w124,1
B,125,B_w125,2
B,126,B_w126,1
B,127,B_w127,1
B,128,B_w128,2
B,129,B_w129,2
B,130,B_w130,1
B,131,B_w131,2
B,132,B_w132,1
B,133,B_w133,2
B,134,B_w134,2
B,135,B_w135,2
B,136,B_w136,2
B,137,B_w137,2
B,138,B_w138,2
B,139,B_w139,2
B,140,B_w140,2
B,141,B_w141,2
B,142,B_w142,2
B,143,B_w143,1
B,144,B_w144,1
B,145,B_w145,1
B,146,B_w146,1
B,147,B_w147,1
B,148,B_w148,1
B,149,B_w149,1
B,150,B_w150,1
B,151,B_w151,1
B,152,B_w152,1
B,153,B_w153,2
B,154,B_w154,1
B,155,B_w155,1
B,156,B_w156,2
B,157,B_w157,1
B,158,B_w158,1
B,159,B_w159,1
B,160,B_w160,2
B,161,B_w161,1
B,162,B_w162,2
B,163,B_w163,2
B,164,B_w164,2
B,165,B_w165,2
B,166,B_w166,2
B,167,B_w167,2
B,168,B_w168,1
B,169,B_w169,1
B,170,B_w170,1
B,171,B_w171,2
B,172,B_w172,2
B,173,B_w173,2
B,174,B_w174,2
B,175,B_w175,2
B,176,B_w176,2
B,177,B_w177,2
B,178,B_w178,2
B,179,B_w179,2
B,180,B_w180,2
B,181,B_w181,2
B,182,B_w182,2
B,183,B_w183,1
B,184,B_w184,2
B,185,B_w185,1
B,186,B_w186,2
B,187,B_w187,1
B,188,B_w188,1
B,189,B_w189,2
B,190,B_w190,1
B,191,B_w191,1
B,192,B_w192,2
B,193,B_w193,1
B,194,B_w194,2
B,195,B_w195,2
B,196,B_w196,2
B,197,B_w197,2
B,198,B_w198,2
B,199,B_w199,1
B,200,B_w200,2
B,201,B_w201,2
B,202,B_w202,2
B,203,B_w203,2
B,204,B_w204,2
B,205,B_w205,1
B,206,B_w206,2
B,207,B_w207,2
B,208,B_w208,2
B,209,B_w209,2
B,210,B_w210,2
B,211,B_w211,2
B,212,B_w212,2
B,213,B_w213,2
B,214,B_w214,2
B,215,B_w215,2
B,216,B_w216,2
B,217,B_w217,2
B,218,B_w218,2
B,219,B_w219,2
B,220,B_w220,2
B,221,B_w221,2
B,222,B_w222,2
B,223,B_w223,2
B,224,B_w224,2
B,225,B_w225,2
B,226,B_w226,2
B,227,B_w227,2
B,228,B_w228,2
B,229,B_w229,2
B,230,B_w230,2
B,231,B_w231,2
B,232,B_w232,2
B,233,B_w233,2
B,234,B_w234,2
B,235,B_w235,2
B,236,B_w236,2
B,237,B_w237,2
B,238,B_w238,2
B,239,B_w239,2
B,240,B_w240,2
B,241,B_w241,2
B,242,B_w242,2
B,243,B_w243,2
B,244,B_w244,2
B,245,B_w245,2
B,246,B_w246,2
B,247,B_w247,1
B,248,B_w248,2
B,249,B_w249,2
B,250,B_w250,2
B,251,B_w251,2
B,252,B_w252,1
B,253,B_w253,1
B,254,B_w254,1
B,255,B_w255,1
B,256,B_w256,1
B,257,B_w257,1
B,258,B_w258,2
B,259,B_w259,2
B,260,B_w260,1
B,261,B_w261,1
B,262,B_w262,1
B,263,B_w263,1
B,264,B_w264,1
B,265,B_w265,1
B,266,B_w266,1
B,267,B_w267,1
B,268,B_w268,1
B,269,B_w269,1
B,270,B_w270,2
B,271,B_w271,2
B,272,B_w272,2
B,273,B_w273,2
B,274,B_w274,1
B,275,B_w275,1
B,276,B_w276,2
B,277,B_w277,2
B,278,B_w278,2
B,279,B_w279,2
B,280,B_w280,1
B,281,B_w281,1
B,282,B_w282,1
B,283,B_w283,1
B,284,B_w284,1
B,285,B_w285,2
B,286,B_w286,1
B,287,B_w287,1
B,288,B_w288,1
B,289,B_w289,1
B,290,B_w290,2
B,291,B_w291,2
B,292,B_w292,2
B,293,B_w293,2
B,294,B_w294,2
B,295,B_w295,1
B,296,B_w296,1
B,297,B_w297,1
B,298,B_w298,1
B,299,B_w299,2
B,300,B_w300,1
B,301,B_w301,1
B,302,B_w302,2
B,303,B_w303,1
B,304,B_w304,1
B,305,B_w305,1
B,306,B_w306,1
B,307,B_w307,1
B,308,B_w308,1
B,309,B_w309,1
B,310,B_w310,2
B,311,B_w311,1
B,312,B_w312,1
B,313,B_w313,1
B,314,B_w314,1
B,315,B_w315,1
B,316,B_w316,1
B,317,B_w317,1
B,318,B_w318,1
B,319,B_w319,1
B,320,B_w320,2
B,321,B_w321,2
B,322,B_w322,2
B,323,B_w323,1
B,324,B_w324,1
B,325,B_w325,1
B,326,B_w326,1
B,327,B_w327,1
B,328,B_w328,1
B,329,B_w329,1
B,330,B_w330,1
B,331,B_w331,2
B,332,B_w332,2
B,333,B_w333,2
B,334,B_w334,2
B,335,B_w335,2
B,336,B_w336,1
B,337,B_w337,1
B,338,B_w338,1
B,339,B_w339,1
B,340,B_w340,1
B,341,B_w341,1
B,342,B_w342,1
B,343,B_w343,1
B,344,B_w344,1
B,345,B_w345,1
B,346,B_w346,1
B,347,B_w347,1
B,348,B_w348,1
B,349,B_w349,2
B,350,B_w350,1
B,351,B_w351,1
B,352,B_w352,1
B,353,B_w353,1
B,354,B_w354,1
B,355,B_w355,1
B,356,B_w356,2
B,357,B_w357,1
B,358,B_w358,1
B,359,B_w359,1
B,360,B_w360,1
B,361,B_w361,1
B,362,B_w362,0
B,363,B_w363,0
B,364,B_w364,0
B,365,B_w365,1
B,366,B_w366,1
B,367,B_w367,0
B,368,B_w368,0
B,369,B_w369,0
B,370,B_w370,2
B,371,B_w371,2
B,372,B_w372,0
B,373,B_w373,0
B,374,B_w374,0
B,375,B_w375,0
B,376,B_w376,0
B,377,B_w377,0
B,378,B_w378,0
B,379,B_w379,1
B,380,B_w380,1
B,381,B_w381,1
B,382,B_w382,1
B,383,B_w383,0
B,384,B_w384,1
B,385,B_w385,1
B,386,B_w386,1
B,387,B_w387,0
B,388,B_w388,0
B,389,B_w389,0
B,390,B_w390,0
B,391,B_w391,0
B,392,B_w392,0
B,393,B_w393,0
B,394,B_w394,1
B,395,B_w395,0
B,396,B_w396,1
B,397,B_w397,0
B,398,B_w398,0
B,399,B_w399,0
B,400,B_w400,1
B,401,B_w401,1
B,402,B_w402,0
B,403,B_w403,0
B,404,B_w404,0
B,405,B_w405,0
B,406,B_w406,0
B,407,B_w407,0
B,408,B_w408,0
B,409,B_w409,0
B,410,B_w410,0
B,411,B_w411,0
B,412,B_w412,0
B,413,B_w413,0
B,414,B_w414,0
B,415,B_w415,0
B,416,B_w416,0
B,417,B_w417,0
B,418,B_w418,0
B,419,B_w419,0
B,420,B_w420,2
B,421,B_w421,0
B,422,B_w422,1
B,423,B_w423,1
B,424,B_w424,2
B,425,B_w425,2
B,426,B_w426,1
B,427,B_w427,1
B,428,B_w428,1
B,429,B_w429,1
B,430,B_w430,1
B,431,B_w431,2
B,432,B_w432,0
B,433,B_w433,1
B,434,B_w434,1
B,435,B_w435,1
B,436,B_w436,1
B,437,B_w437,1
B,438,B_w438,1
B,439,B_w439,1
B,440,B_w440,0
B,441,B_w441,0
B,442,B_w442,0
B,443,B_w443,0
B,444,B_w444,0
B,445,B_w445,1
B,446,B_w446,1
B,447,B_w447,1
B,448,B_w448,1
B,449,B_w449,1
B,450,B_w450,1
B,451,B_w451,1
B,452,B_w452,1
B,453,B_w453,1
B,454,B_w454,1
B,455,B_w455,1
B,456,B_w456,1
B,457,B_w457,1
B,458,B_w458,1
B,459,B_w459,1
B,460,B_w460,1
B,461,B_w461,1
B,462,B_w462,1
B,463,B_w463,1
B,464,B_w464,1
B,465,B_w465,1
B,466,B_w466,1
B,467,B_w467,1
B,468,B_w468,1
B,469,B_w469,1
B,470,B_w470,1
B,471,B_w471,1
B,472,B_w472,1
B,473,B_w473,1
B,474,B_w474,1
B,475,B_w475,1
B,476,B_w476,1
B,477,B_w477,1
B,478,B_w478,1
B,479,B_w479,1
B,480,B_w480,1
B,481,B_w481,1
B,482,B_w482,1
B,483,B_w483,1
B,484,B_w484,1
B,485,B_w485,1
B,486,B_w486,1
B,487,B_w487,1
B,488,B_w488,1
B,489,B_w489,1
B,490,B_w490,1
B,491,B_w491,1
B,492,B_w492,1
B,493,B_w493,1
B,494,B_w494,1
B,495,B_w495,1
B,496,B_w496,1
B,497,B_w497,1
B,498,B_w498,1
B,499,B_w499,1
B,500,B_w500,1
B,501,B_w501,1
B,502,B_w502,1
B,503,B_w503,1
B,504,B_w504,1
B,505,B_w505,1
B,506,B_w506,1
B,507,B_w507,1
B,508,B_w508,1
B,509,B_w509,1
B,510,B_w510,1
C,0,C_w0,0
C,1,C_w1,1
C,2,C_w2,1
C,3,C_w3,1
C,4,C_w4,1
C,5,C_w5,0
C,6,C_w6,0
C,7,C_w7,0
C,8,C_w8,1
C,9,C_w9,0
C,10,C_w10,0
C,11,C_w11,0
C,12,C_w12,1
C,13,C_w13,0
C,14,C_w14,2
C,15,C_w15,2
C,16,C_w16,0
C,17,C_w17,2
C,18,C_w18,2
C,19,C_w19,1
C,20,C_w20,2
C,21,C_w21,1
C,22,C_w22,1
C,23,C_w23,1
C,24,C_w24,1
C,25,C_w25,1
C,26,C_w26,1
C,27,C_w27,1
C,28,C_w28,1
C,29,C_w29,2
C,30,C_w30,1
C,31,C_w31,1
C,32,C_w32,2
C,33,C_w33,0
C,34,C_w34,0
C,35,C_w35,0
C,36,C_w36,2
C,37,C_w37,2
C,38,C_w38,1
C,39,C_w39,2
C,40,C_w40,2
C,41,C_w41,1
C,42,C_w42,1
C,43,C_w43,0
C,44,C_w44,1
C,45,C_w45,1
C,46,C_w46,1
C,47,C_w47,1
C,48,C_w48,1
C,49,C_w49,2
C,50,C_w50,2
C,51,C_w51,2
C,52,C_w52,2
C,53,C_w53,2
C,54,C_w54,1
C,55,C_w55,1
C,56,C_w56,1
C,57,C_w57,1
C,58,C_w58,2
C,59,C_w59,2
C,60,C_w60,1
C,61,C_w61,1
C,62,C_w62,1
C,63,C_w63,1
C,64,C_w64,0
C,65,C_w65,0
C,66,C_w66,1
C,67,C_w67,1
C,68,C_w68,1
C,69,C_w69,1
C,70,C_w70,1
C,71,C_w71,1
C,72,C_w72,2
C,73,C_w73,2
C,74,C_w74,2
C,75,C_w75,1
C,76,C_w76,0
C,77,C_w77,0
C,78,C_w78,0
C,79,C_w79,0
C,80,C_w80,1
C,81,C_w81,1
C,82,C_w82,2
C,83,C_w83,0
C,84,C_w84,2
C,85,C_w85,0
C,86,C_w86,1
C,87,C_w87,0
C,88,C_w88,1
C,89,C_w89,1
C,90,C_w90,1
C,91,C_w91,1
C,92,C_w92,1
C,93,C_w93,1
C,94,C_w94,1
C,95,C_w95,1
C,96,C_w96,2
C,97,C_w97,2
C,98,C_w98,2
C,99,C_w99,2
C,100,C_w100,1
C,101,C_w101,1
C,102,C_w102,1
C,103,C_w103,2
C,104,C_w104,1
C,105,C_w105,1
C,106,C_w106,1
C,107,C_w107,2
C,108,C_w108,2
C,109,C_w109,2
C,110,C_w110,1
C,111,C_w111,1
C,112,C_w112,2
C,113,C_w113,2
C,114,C_w114,2
C,115,C_w115,2
C,116,C_w116,2
C,117,C_w117,2
C,118,C_w118,1
C,119,C_w119,1
C,120,C_w120,1
C,121,C_w121,2
C,122,C_w122,1
C,123,C_w123,2
C,124,C_w124,2
C,125,C_w125,2
C,126,C_w126,2
C,127,C_w127,2
C,128,C_w128,1
C,129,C_w129,2
C,130,C_w130,2
C,131,C_w131,2
C,132,C_w132,2
C,133,C_w133,2
C,134,C_w134,2
C,135,C_w135,2
C,136,C_w136,2
C,137,C_w137,2
C,138,C_w138,2
C,139,C_w139,2
C,140,C_w140,1
C,141,C_w141,2
C,142,C_w142,2
C,143,C_w143,1
C,144,C_w144,1
C,145,C_w145,1
C,146,C_w146,2
C,147,C_w147,1
C,148,C_w148,2
C,149,C_w149,2
C,150,C_w150,1
C,151,C_w151,1
C,152,C_w152,2
C,153,C_w153,1
C,154,C_w154,2
C,155,C_w155,2
C,156,C_w156,2
C,157,C_w157,2
C,158,C_w158,2
C,159,C_w159,2
C,160,C_w160,2
C,161,C_w161,2
C,162,C_w162,2
C,163,C_w163,2
C,164,C_w164,1
C,165,C_w165,2
C,166,C_w166,2
C,167,C_w167,2
C,168,C_w168,2
C,169,C_w169,2
C,170,C_w170,2
C,171,C_w171,2
C,172,C_w172,2
C,173,C_w173,2
C,174,C_w174,1
C,175,C_w175,2
C,176,C_w176,2
C,177,C_w177,2
C,178,C_w178,2
C,179,C_w179,2
C,180,C_w180,1
C,181,C_w181,2
C,182,C_w182,2
C,183,C_w183,2
C,184,C_w184,2
C,185,C_w185,2
C,186,C_w186,2
C,187,C_w187,1
C,188,C_w188,2
C,189,C_w189,2
C,190,C_w190,2
C,191,C_w191,2
C,192,C_w192,2
C,193,C_w193,2
C,194,C_w194,2
C,195,C_w195,2
C,196,C_w196,2
C,197,C_w197,2
C,198,C_w198,2
C,199,C_w199,2
C,200,C_w200,2
C,201,C_w201,2
C,202,C_w202,2
C,203,C_w203,2
C,204,C_w204,1
C,205,C_w205,2
C,206,C_w206,2
C,207,C_w207,2
C,208,C_w208,2
C,209,C_w209,2
C,210,C_w210,2
C,211,C_w211,2
C,212,C_w212,1
C,213,C_w213,2
C,214,C_w214,2
C,215,C_w215,2
C,216,C_w216,1
C,217,C_w217,2
C,218,C_w218,2
C,219,C_w219,2
C,220,C_w220,2
C,221,C_w221,2
C,222,C_w222,2
C,223,C_w223,2
C,224,C_w224,2
C,225,C_w225,2
C,226,C_w226,2
C,227,C_w227,2
C,228,C_w228,2
C,229,C_w229,2
C,230,C_w230,2
C,231,C_w231,2
C,232,C_w232,2
C,233,C_w233,2
C,234,C_w234,2
C,235,C_w235,2
C,236,C_w236,2
C,237,C_w237,2
C,238,C_w238,2
C,239,C_w239,2
C,240,C_w240,2
C,241,C_w241,2
C,242,C_w242,2
C,243,C_w243,2
C,244,C_w244,2
C,245,C_w245,2
C,246,C_w246,2
C,247,C_w247,2
C,248,C_w248,2
C,249,C_w249,2
C,250,C_w250,2
C,251,C_w251,2
C,252,C_w252,2
C,253,C_w253,2
C,254,C_w254,2
C,255,C_w255,1
C,256,C_w256,1
C,257,C_w257,2
C,258,C_w258,1
C,259,C_w259,2
C,260,C_w260,2
C,261,C_w261,2
C,262,C_w262,2
C,263,C_w263,2
C,264,C_w264,1
C,265,C_w265,2
C,266,C_w266,2
C,267,C_w267,2
C,268,C_w268,2
C,269,C_w269,2
C,270,C_w270,2
C,271,C_w271,2
C,272,C_w272,2
C,273,C_w273,1
C,274,C_w274,2
C,275,C_w275,2
C,276,C_w276,2
C,277,C_w277,2
C,278,C_w278,2
C,279,C_w279,1
C,280,C_w280,2
C,281,C_w281,2
C,282,C_w282,2
C,283,C_w283,2
C,284,C_w284,2
C,285,C_w285,2
C,286,C_w286,2
C,287,C_w287,2
C,288,C_w288,2
C,289,C_w289,2
C,290,C_w290,2
C,291,C_w291,1
C,292,C_w292,1
C,293,C_w293,1
C,294,C_w294,1
C,295,C_w295,2
C,296,C_w296,1
C,297,C_w297,2
C,298,C_w298,2
C,299,C_w299,1
C,300,C_w300,2
C,301,C_w301,2
C,302,C_w302,1
C,303,C_w303,1
C,304,C_w304,2
C,305,C_w305,2
C,306,C_w306,2
C,307,C_w307,2
C,308,C_w308,2
C,309,C_w309,2
C,310,C_w310,2
C,311,C_w311,1
C,312,C_w312,1
C,313,C_w313,2
C,314,C_w314,2
C,315,C_w315,2
C,316,C_w316,2
C,317,C_w317,0
C,318,C_w318,0
C,319,C_w319,1
C,320,C_w320,1
C,321,C_w321,2
C,322,C_w322,2
C,323,C_w323,2
C,324,C_w324,1
C,325,C_w325,1
C,326,C_w326,1
C,327,C_w327,1
C,328,C_w328,1
C,329,C_w329,2
C,330,C_w330,1
C,331,C_w331,1
C,332,C_w332,1
C,333,C_w333,2
C,334,C_w334,2
C,335,C_w335,0
C,336,C_w336,0
C,337,C_w337,0
C,338,C_w338,1
C,339,C_w339,1
C,340,C_w340,1
C,341,C_w341,1
C,342,C_w342,1
C,343,C_w343,0
C,344,C_w344,1
C,345,C_w345,1
C,346,C_w346,1
C,347,C_w347,1
C,348,C_w348,1
C,349,C_w349,1
C,350,C_w350,1
C,351,C_w351,1
