vehicle_speed_mean,vehicle_speed_std,vehicle_speed_max,vehicle_speed_min,vehicle_speed_range,vehicle_speed_skew,acceleration_speed_longitudinal_mean,acceleration_speed_longitudinal_std,acceleration_speed_longitudinal_max,acceleration_speed_longitudinal_min,acceleration_speed_longitudinal_range,acceleration_speed_longitudinal_skew,acceleration_speed_lateral_mean,acceleration_speed_lateral_std,acceleration_speed_lateral_max,acceleration_speed_lateral_min,acceleration_speed_lateral_range,acceleration_speed_lateral_skew,engine_speed_mean,engine_speed_std,engine_speed_max,engine_speed_min,engine_speed_range,engine_speed_skew,throttle_position_signal_mean,throttle_position_signal_std,throttle_position_signal_max,throttle_position_signal_min,throttle_position_signal_range,throttle_position_signal_skew,accelerator_pedal_value_mean,accelerator_pedal_value_std,accelerator_pedal_value_max,accelerator_pedal_value_min,accelerator_pedal_value_range,accelerator_pedal_value_skew,master_cylinder_pressure_mean,master_cylinder_pressure_std,master_cylinder_pressure_max,master_cylinder_pressure_min,master_cylinder_pressure_range,master_cylinder_pressure_skew,steering_wheel_speed_mean,steering_wheel_speed_std,steering_wheel_speed_max,steering_wheel_speed_min,steering_wheel_speed_range,steering_wheel_speed_skew,steering_wheel_angle_mean,steering_wheel_angle_std,steering_wheel_angle_max,steering_wheel_angle_min,steering_wheel_angle_range,steering_wheel_angle_skew,fuel_consumption_mean,fuel_consumption_std,fuel_consumption_max,fuel_consumption_min,fuel_consumption_range,fuel_consumption_skew,indication_of_brake_switch_on_off_mean,indication_of_brake_switch_on_off_std,indication_of_brake_switch_on_off_max,indication_of_brake_switch_on_off_min,indication_of_brake_switch_on_off_range,indication_of_brake_switch_on_off_skew,driver_id,window_id,window_start,speed_risk,accel_risk,lateral_risk,brake_risk,steering_risk,throttle_risk,risk_score,iso_anomaly,iso_score,iso_label,svm_anomaly,svm_score,svm_label,ensemble_risky,consensus_risky
17.2,16.65311729945699,48,0,48,0.8079379939699922,0.35,0.3940344628262061,1.2,-0.4,1.6,0.35217203716168644,-0.25,0.46169025843831935,0.4,-1.2,1.6,-0.7209876543209879,1509.3,503.3304972616742,2265,792,1473,0.001445117483310347,25.57,29.116501018820024,100.0,7.1,92.9,1.606104037578941,10.680000000000001,10.247700640682897,29.3,0.0,29.3,0.5159202258175012,1.645,2.6310844272196765,12.8,0.9,11.9,4.101469959779523,40.2,55.17398319002021,196,0,196,1.4458930673133572,-113.86500000000001,164.09404003096583,9.4,-466.0,475.4,-1.112058838244541,1181.4399999999998,775.498550950494,2675.2,422.4,2252.7999999999997,0.8397707718359093,1.05,0.22360679774997902,2,1,1,4.129483209670108,A,10,50,0.15238429570033102,-0.11954346853958098,1.03984914292491,-0.010582010582010545,6.108516627266836,0.6372093023255815,0.22281543333557657,-1,-0.03945147714160013,Risky,-1,-6.82942117710639,Risky,1,1
24.7,15.795069183967374,51,8,43,0.8714471590495431,0.265,0.529423718475297,1.4,-0.5,1.9,0.8846380714122106,-0.12000000000000002,0.7171581342170527,1.0,-2.2,3.2,-1.0338035135679278,1695.15,329.25854103136834,2566,1206,1360,0.7984221994748044,24.945,31.376868365422524,100.0,5.2,94.8,1.8892182985346442,13.430000000000001,15.42469312157415,48.4,0.0,48.4,1.3840268294295108,1.03,0.2408318915758459,2.0,0.9,1.1,3.4648649480680684,47.0,66.47674702282627,232,0,232,1.5342986177126987,-41.3,95.0404512216827,24.6,-360.7,385.3,-2.3053313054293,1211.52,735.2251481868094,3174.4,345.6,2828.8,1.2070574072578053,1.05,0.22360679774997896,2,1,1,4.129483209670111,A,11,55,0.0925321809377603,0.32901788337120574,2.1737283036998627,-0.5820105820105821,7.439553760699995,1.525581395348837,0.27715444021868185,-1,-0.05828546520088551,Risky,-1,-11.152644963787125,Risky,1,1
27.95,13.865804207322036,48,10,38,0.14853466933085321,0.004999999999999996,0.5853249210121629,1.5,-0.6,2.1,1.428052750552724,0.375,0.9112599721496086,2.7,-0.6,3.3000000000000003,1.4979009097396032,1653.65,656.7733146543831,3376,934,2442,1.3796551053330988,20.415000000000003,28.60497334380859,100.0,4.7,95.3,2.116298752779683,7.85,12.031865585755362,41.8,0.0,41.8,1.6121635992061645,1.12,0.4047091223140523,2.5,0.9,1.6,2.627250563274634,22.6,32.37347842390678,96,0,96,1.177546765004981,29.189999999999998,68.03102929816968,214.5,-77.9,292.4,1.4058271873289718,984.9599999999998,1146.089915825933,4044.8,0.0,4044.8,1.7498141480891398,1.1,0.30779350562554625,2,1,1,2.6666666666666656,A,12,60,-0.04204137817284473,0.5142254824761621,3.035237910060178,-0.5555555555555556,3.423481448823908,1.2186046511627906,0.21914981404600464,-1,-0.03831592060006794,Risky,-1,-0.8649693941411201,Risky,1,1
24.85,13.039514844058465,41,6,35,-0.21601505051185446,-0.19,0.9267373442692153,1.1,-1.8,2.9000000000000004,0.016176841033790093,-0.004999999999999985,0.5103920062069938,0.9,-1.0,1.9,-0.5867690673246265,1509.65,465.47647065865976,2088,825,1263,-0.1672109119256533,30.96,40.98441809170638,100.0,5.2,94.8,1.1403594217148965,9.959999999999999,13.968551143645197,36.3,0.0,36.3,0.9689642758451917,3.225,3.7710636500371586,13.1,0.9,12.2,1.499681633177934,26.8,48.80207070671445,204,0,204,2.5949222600286084,-64.17000000000002,132.44818689029427,56.7,-359.8,416.5,-1.3523500024623085,890.8799999999999,893.2278318430004,2393.6,0.0,2393.6,0.6833935201892082,1.4,0.5026246899500346,2,1,1,0.40824829046386346,A,13,65,-0.09967819935381408,1.645367074185987,1.2560089897153806,0.0052910052910052725,5.358146872424256,0.9627906976744184,0.24543992660744807,-1,-0.02944099572512343,Risky,1,7.49307854239008,Normal,1,0
21.25,12.147666009307477,37,0,37,-0.20960338612448792,0.02000000000000001,1.0107839583839446,1.5,-1.7,3.2,-0.1877631947094994,0.010000000000000004,0.37682887362833545,0.8,-0.7,1.5,0.011140922502029948,1604.95,510.6392768409336,2246,780,1466,-0.45213817888367797,20.17,26.586207346152843,100.0,5.2,94.8,2.535121477880038,9.87,10.354561669545507,30.9,0.0,30.9,0.61043619575639,3.835000000000001,5.2212395180898525,15.8,0.9,14.9,1.3854001256668032,18.8,29.90792889061889,124,0,124,2.4093311587988815,-10.47,37.99471015812596,19.9,-135.9,155.8,-2.3618870971401016,1070.0800000000002,727.1363019986077,2534.4,0.0,2534.4,0.6894591171888063,1.25,0.4442616583193193,2,1,1,1.1547005383792515,A,14,70,-0.16188804265371126,1.9238239034970235,0.663196871099213,0.1481481481481482,3.1331331736878925,0.7116279069767442,0.19899639268421396,1,0.022539636115893547,Normal,1,26.484975892593383,Normal,0,0
19.4,12.42408526760993,34,0,34,-0.6974748529919739,-0.18000000000000002,0.5217379862687683,1.0,-1.2,2.2,0.20741392070500717,-0.009999999999999998,0.333876750029897,0.8,-0.5,1.3,0.9076011450928698,1313.2,489.53701005187173,2212,674,1538,0.11084396078999714,12.149999999999997,15.725992563436595,75.1,5.7,69.39999999999999,3.506585018598267,3.6099999999999994,7.156660497304885,23.4,0.0,23.4,1.7924479840907617,4.99,5.30589543015969,13.3,0.9,12.4,0.7880353466602242,5.6,8.934851926437752,28,0,28,1.4291098626901637,1.875,12.749401430738043,43.0,-21.4,64.4,1.621536603539716,570.24,624.3057604462062,2457.6,0.0,2457.6,1.894630762586364,1.5,0.512989176042577,2,1,1,0.0,A,15,75,-0.1426067495981782,0.30355410182918846,0.47255639346247935,0.01587301587301591,0.6632997192675523,0.36279069767441857,0.11771546190105021,1,0.07950626004062622,Normal,1,32.26894332909522,Normal,0,0
14.3,9.862742225695971,27,0,27,-0.4641204087251946,-0.13999999999999996,0.7315448685739258,1.0,-1.4,2.4,-0.4044907532858867,-0.30500000000000005,0.6924213806787402,0.1,-2.7,2.8000000000000003,-2.5261234516557645,1194.45,450.48762761210094,1965,666,1299,0.1689306976609298,14.115,15.921196563072765,78.9,6.6,72.30000000000001,3.6125778383071987,4.955,7.332657664247842,19.9,0.0,19.9,0.9096270491701866,7.039999999999999,5.702760181193886,15.0,0.9,14.1,0.04209269483989617,15.2,22.046840088655266,76,0,76,1.4281709726043126,-8.21,27.02199688752616,14.9,-93.5,108.4,-2.1817102541150866,797.4400000000002,493.2149722404068,2124.8,332.8,1792.0000000000002,1.0882417149893118,1.6,0.5026246899500346,2,1,1,-0.40824829046386335,A,16,80,-0.3212701542762128,0.9986702564737733,2.0639356761265546,0.10582010582010583,2.207394897686819,0.19999999999999996,0.17905582235626183,1,0.027877861595576148,Normal,1,14.117688485199537,Normal,0,0
10.85,10.230372735916786,24,0,24,0.06374235326118052,0.045000000000000005,0.7014833906575558,1.4,-1.2,2.5999999999999996,0.17066921036552543,0.39999999999999997,0.8801913667522895,2.4,-0.8,3.2,1.325113405323829,1183.9,519.3724857434869,2028,668,1360,0.396761415935892,20.025,24.286879173743174,100.0,6.6,93.4,2.1152119737754944,6.470000000000001,11.145643472722991,30.9,0.0,30.9,1.2830586808516238,6.235,5.555203819274699,14.9,0.9,14.0,0.6966992660080034,25.8,41.13085664584501,132,0,132,1.2316778697664899,30.43,73.04532911325103,227.3,-70.0,297.3,1.4563393548087655,843.5199999999999,695.9605264063397,2227.2,345.6,1881.6,1.0589505511342798,1.55,0.5104177855340404,2,1,1,-0.20100756305184275,A,17,85,-0.29562652999600203,0.8990728614666482,2.897341729935863,0.10052910052910055,4.454768643473252,0.7116279069767442,0.2392663970123138,-1,-0.0012864723166407521,Risky,1,15.537888324678491,Normal,1,0
11.7,12.109587328359208,27,0,27,0.05127256517720488,0.43500000000000005,0.6571669658866243,1.8,-0.3,2.1,0.8646687084259893,0.075,0.2403396719119356,0.7,-0.3,1.0,1.048741279422136,1328.85,732.0761590378279,2670,665,2005,0.4467797406291372,31.369999999999997,38.298180525697916,100.0,7.1,92.9,1.1152007602577696,10.76,16.01793074223877,41.4,0.0,41.4,0.9982233010518263,5.165,6.014917858300747,15.1,0.9,14.2,0.9955703284585413,11.2,17.392073209549107,64,0,64,1.7984285530735797,4.770000000000001,14.605986515989365,43.1,-15.7,58.8,1.3750065606210689,1121.9199999999998,1003.1844336910336,3404.8,345.6,3059.2000000000003,0.9146418030910449,1.5,0.512989176042577,2,1,1,0.0,A,18,90,-0.1645441752656017,0.7522470641624349,0.05739756648888337,0.1111111111111111,1.6592398043651075,1.2,0.1509640089665346,1,0.03275987766461724,Normal,1,17.15923555560262,Normal,0,0
11.1,12.805837484686837,34,0,34,0.814531667170536,0.4,0.7980238751210129,2.2,-0.8,3.0,0.9314046647454959,0.009999999999999998,0.2751076344384426,0.6,-0.5,1.1,0.2200276845997796,1279.1,721.063169727065,2455,666,1789,0.6647039340243776,26.690000000000005,33.163088231535845,100.0,6.1,93.9,1.4197061087684535,9.005,14.020191266808547,37.9,0.0,37.9,1.08605487190192,7.385,8.894544454474978,24.6,0.9,23.700000000000003,1.089504972514973,13.2,28.58339598990626,120,0,120,2.9446835495797736,8.820000000000002,24.914941617219853,91.4,-32.2,123.60000000000001,1.7501146129964529,1082.88,1028.0123497107877,3238.4,358.4,2880.0,1.0734170186284204,1.6,0.5026246899500346,2,1,1,-0.40824829046386346,A,19,95,-0.11597808263313863,1.2189234287619517,0.21171312593540914,0.6137566137566138,2.977153406138883,1.0372093023255813,0.1908510464129917,1,0.024078224816031668,Normal,1,19.559775074456,Normal,0,0
12.8,13.75576434196148,34,0,34,0.31963651756686456,0.23499999999999996,0.761767335663725,2.3,-0.6,2.9,2.0303023979856496,-0.21000000000000002,0.9391485505499118,1.1,-3.5,4.6,-2.373652767331353,1410.45,863.2163524010834,3385,667,2718,0.7448550187667712,17.57,26.305474715351558,100.0,5.7,94.3,2.602892463145472,6.8549999999999995,12.398746753306623,38.3,0.0,38.3,1.5535991559817213,8.155000000000001,9.73693321436748,24.3,0.9,23.400000000000002,1.038152149071379,8.6,14.583335839598782,48,0,48,1.8021066826126209,-9.68,28.320544895144494,35.8,-103.3,139.1,-2.0886458277713107,956.1600000000002,1034.423579329901,4006.4,345.6,3660.8,1.8567604998157166,1.6,0.5026246899500346,2,1,1,-0.4082482904638634,A,20,100,-0.049717076692687795,1.0988010285271805,3.159019727149114,0.597883597883598,1.3284770110548336,1.055813953488372,0.21223141512627194,-1,-0.03494076905796073,Risky,-1,-11.09807077648339,Risky,1,1
8.55,11.83871881403958,30,0,30,0.9796321232428801,0.175,0.5476024297358728,1.1,-1.5,2.6,-1.0152614127845658,-0.07,0.42932014799410967,0.8,-1.5,2.3,-1.6935326186080837,1090.65,564.9094268343517,2247,666,1581,1.0084286714522703,10.129999999999999,5.212242673188818,27.7,7.1,20.6,2.211625209622623,3.4200000000000004,6.402433747781921,24.2,0.0,24.2,2.052675478400202,8.225,10.370853641969784,24.3,0.9,23.400000000000002,0.8685993859606672,11.6,24.41397356562749,80,0,80,2.0206682498282373,-0.74,9.092182877267934,24.7,-19.7,44.4,0.628761902425739,690.5600000000001,543.7479044363733,2227.2,358.4,1868.7999999999997,1.8333505050303935,1.5,0.512989176042577,2,1,1,0.0,A,21,105,-0.1834382828476392,0.38924620252360864,0.8961763090987775,0.597883597883598,2.486153491978403,0.39999999999999997,0.16759818604701265,1,0.06305121649247208,Normal,1,32.13687522430398,Normal,0,0
7.4,8.828184530539852,23,0,23,0.9676649536683,0.25000000000000006,0.592496946472256,1.6,-0.6,2.2,1.1223065110772614,0.065,0.5008151250448454,1.3,-1.4,2.7,-0.458156382263667,1088.15,517.704780230668,2141,667,1474,0.9786086945246165,12.78,12.320312709633546,50.3,7.1,43.199999999999996,2.148215028008781,4.045,8.814191606960364,29.7,0.0,29.7,2.0123208157539993,8.59,10.078267394954876,24.5,0.9,23.6,0.8205192345372105,30.4,39.0066121250447,112,0,112,0.8843709130602326,-34.040000000000006,71.69094048321881,75.4,-191.3,266.70000000000005,-0.9795401912097601,752.64,646.0160193549058,2342.4,358.4,1984.0,1.6886636578853356,1.65,0.489360484929593,2,1,1,-0.6289709020331501,A,22,110,-0.3934344825710799,0.5379872900205965,1.2135025652114109,0.6084656084656085,4.204613161194614,0.6558139534883721,0.20600445745623774,1,0.022037542752040784,Normal,1,31.189397797828008,Normal,0,0
4.65,6.251526129463782,20,0,20,1.1867606062541787,0.045,0.1538112308540638,0.4,-0.3,0.7,0.1854200586837278,0.08499999999999999,0.16944180805158293,0.3,-0.2,0.5,-0.09307347570988832,827.3,220.77759707094614,1369,668,701,1.5122036598004736,7.344999999999999,0.634511830589387,9.4,7.1,2.3000000000000007,2.5810635309199115,0.23500000000000001,0.8809534308738579,3.9,0.0,3.9,3.883986846735498,11.36,10.484695613381591,24.6,0.9,23.700000000000003,0.15709203724685133,4.4,10.454915741310149,40,0,40,2.501090887801988,-36.11,56.64826749801193,2.4,-131.5,133.9,-1.1222962158634187,424.96000000000004,93.19465988767247,806.4,371.2,435.2,3.657398296173449,1.55,0.5104177855340405,2,1,1,-0.20100756305184275,A,23,115,-0.5731661917155576,-0.9154327521994855,-0.25727843780192944,0.6137566137566138,0.8423056166491067,-0.5441860465116278,0.07470677257839206,1,0.03786145400643176,Normal,1,11.576104164893692,Normal,0,0
5.8,7.222771009289411,24,0,24,1.3968143144551117,0.5199999999999999,1.0486080999918037,2.9,-0.5,3.4,1.006158926324095,0.07500000000000001,0.1371706582097068,0.3,-0.1,0.4,0.33736548730375077,1190.1,746.6781100313575,2897,669,2228,1.326532086711068,19.92,24.464724336115157,93.9,6.6,87.30000000000001,1.9377795458915195,8.715,14.334032928663166,34.8,0.0,34.8,1.143663698147346,9.145,10.21425603339712,24.7,0.9,23.8,0.7635667803102449,18.6,37.100716406758735,144,0,144,2.329055188247161,-25.610000000000003,55.43501553502462,10.0,-172.6,182.6,-1.7925272351667518,1006.0799999999999,1088.5142561743216,3417.6,358.4,3059.2,1.4652345229228971,1.65,0.48936048492959294,2,1,1,-0.6289709020331503,A,24,120,-0.5054181727402904,2.049139963572432,-0.4005120408074285,0.6190476190476191,3.9801708910547386,0.8930232558139533,0.2027224806887296,-1,-0.0016200082756995804,Risky,1,2.213029178194489,Normal,1,0
